id,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,revenue
1077.0,1.0,180.4,1.0,36.2,28.0,1907.08,6.666.666.999.999.990,15.555.556.000.000.000,1.924.405.095,0.0,Sep,,2.0,1.0,1.0,Returning_Visitor,1.0,1.0
1078.0,0.0,0.0,0.0,0.0,62.0,4.391.666.667,3.174.603,14.814.815,0.0,0.0,June,,10.0,2.0,1.0,Returning_Visitor,0.0,0.0
1079.0,,24.2,0.0,0.0,0.0,0.0,0.0,66.666.667,0.0,0.0,Nov,,1.0,1.0,3.0,Returning_Visitor,1.0,1.0
1080.0,0.0,0.0,0.0,0.0,80.0,801.802.381,0.0,35,0.0,0.0,Mar,,2.0,3.0,1.0,Returning_Visitor,0.0,0.0
1081.0,,1.878.333.333,0.0,0.0,36.0,1.775.516.667,0.0,89.599,4.745.736.842,0.0,Mar,,1.0,1.0,10.0,Returning_Visitor,0.0,1.0
1082.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.2,0.0,0.0,May,1.0,1.0,4.0,3.0,Returning_Visitor,0.0,0.0
1083.0,1.0,7.0,0.0,0.0,24.0,44.543.333.330.000.000,17.391.304,2.173.913,0.0,0.0,Aug,1.0,1.0,4.0,3.0,Returning_Visitor,1.0,0.0
1084.0,,0.0,0.0,0.0,30.0,6.555.428.571,6.666.666.999.999.990,19.666.667,0.0,0.0,Dec,3.0,2.0,1.0,2.0,Returning_Visitor,1.0,0.0
1085.0,0.0,0.0,0.0,0.0,5.0,200.0,0.0,0.05,0.0,0.0,May,,2.0,1.0,4.0,Returning_Visitor,1.0,0.0
1086.0,,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,2.0,4.0,9.0,3.0,Returning_Visitor,0.0,0.0
1087.0,0.0,0.0,0.0,0.0,28.0,1.023.125,7.142.857,28.571.429,0.0,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
1088.0,7.0,3.510.833.333,1.0,,53.0,3.271.030.448,,5.527.012,1.378.150.822,0.0,Nov,,1.0,2.0,4.0,Returning_Visitor,0.0,0.0
1089.0,1.0,48.0,0.0,0.0,52.0,2.376.861.905,16.666.667,45.679.012.000.000.000,1.332.592.593,0.0,May,2.0,2.0,3.0,3.0,Returning_Visitor,0.0,0.0
1090.0,8.0,77.5,0.0,0.0,35.0,2.518.266.667.000.000,1.025.641,12.576.313,0.0,0.0,Jul,,2.0,,2.0,New_Visitor,1.0,0.0
1091.0,0.0,0.0,1.0,3.0,20.0,780.5,4.761.905,43.809.524,10.911.244.900.000.000,0.0,Jul,,2.0,3.0,3.0,Returning_Visitor,0.0,0.0
1092.0,3.0,250.8,2.0,,20.0,1424.4,0.0,0.0,3.172.080.812,0.0,Nov,,2.0,5.0,5.0,New_Visitor,0.0,1.0
1093.0,0.0,0.0,0.0,0.0,14.0,2.531.666.667,14.285.714,4.047.619,0.0,0.6,May,3.0,2.0,8.0,13.0,Returning_Visitor,0.0,0.0
1094.0,2.0,40.5,1.0,4.0,19.0,4.725.416.667,0.0,5,0.0,0.0,Nov,,1.0,4.0,2.0,Returning_Visitor,0.0,0.0
1095.0,0.0,0.0,0.0,,10.0,214.25,0.0,25,0.0,0.0,Mar,,2.0,2.0,1.0,,0.0,0.0
1096.0,4.0,71.5,0.0,,42.0,758.75,44.444.440.000.000.000,15.555.556.000.000.000,0.0,0.0,Mar,,5.0,2.0,2.0,Returning_Visitor,0.0,0.0
1097.0,,39.5,0.0,,28.0,9.869.333.332.999.990,44.166.667,,0.0,0.0,Dec,,1.0,3.0,2.0,Returning_Visitor,0.0,0.0
1098.0,0.0,0.0,0.0,0.0,4.0,270.0,,16.666.667,0.0,0.8,Feb,,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
1099.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
1100.0,7.0,2.437.469.512,1.0,1073.0,33.0,4.931.198.912,16.666.667,28.235.129,2.510.043.261,0.0,Nov,,2.0,2.0,2.0,,0.0,0.0
1101.0,0.0,0.0,0.0,,6.0,21.0,0.0,33.333.333,0.0,0.0,May,,2.0,6.0,3.0,Returning_Visitor,0.0,0.0
1102.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.2,0.0,0.0,Mar,1.0,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
1103.0,3.0,738.4,0.0,0.0,14.0,6.985.833.332.999.990,7.692.308,21.153.846,0.0,0.0,May,,2.0,8.0,2.0,Returning_Visitor,0.0,0.0
1104.0,0.0,0.0,0.0,0.0,81.0,2071.0,12.345.678.999.999.900,25.308.642.000.000.000,0.0,0.6,May,,8.0,3.0,2.0,Returning_Visitor,0.0,0.0
1105.0,1.0,0.0,0.0,0.0,77.0,4.350.647.321,12.727.273,23.842.532.000.000.000,1.438.546.841,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
1106.0,,0.0,0.0,,14.0,803.0,46.153.846,0.05,0.0,0.0,May,,5.0,3.0,3.0,Returning_Visitor,0.0,0.0
1107.0,0.0,0.0,0.0,,14.0,536.0,0.0,1.025.641,0.0,0.0,Dec,1.0,1.0,3.0,10.0,Returning_Visitor,0.0,0.0
1108.0,0.0,0.0,0.0,,2.0,63.5,0.0,0.1,0.0,0.0,Nov,,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
1109.0,0.0,0.0,1.0,13.1,62.0,1.918.966.667,1.031.746,22.246.642,0.0,0.0,Aug,,4.0,1.0,4.0,Returning_Visitor,0.0,0.0
1110.0,,0.0,0.0,0.0,11.0,8.008.333.332.999.990,0.0,3.636.364,0.0,0.0,Feb,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
1111.0,,2.518.142.857,2.0,101.8,37.0,1.722.814.286,1.025.641,,4.683.075.961,0.0,Oct,,1.0,1.0,2.0,Returning_Visitor,1.0,0.0
1112.0,2.0,4.0,0.0,0.0,14.0,203.0,0.0,41.176.471,0.0,0.0,May,2.0,5.0,4.0,3.0,Returning_Visitor,0.0,0.0
1113.0,3.0,145.0,0.0,0.0,53.0,17.837.916.670.000.000,7.142.857,29.030.612,1.224.171.745,0.0,Dec,4.0,6.0,1.0,1.0,Returning_Visitor,1.0,0.0
1114.0,0.0,0.0,0.0,0.0,7.0,4.596.666.667,28.571.429,5.714.285.700.000.000,0.0,0.0,Nov,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
1115.0,3.0,47.0,0.0,0.0,66.0,258.269.697,3.030.303,12.121.212,1.196.954.545,0.0,May,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
1116.0,0.0,0.0,0.0,0.0,3.0,896.5,0.0,33.333.333,0.0,0.0,Dec,,2.0,3.0,3.0,Returning_Visitor,0.0,0.0
1117.0,0.0,0.0,0.0,,9.0,143.5,0.0,33.333.333,0.0,0.0,May,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
1118.0,,0.0,0.0,0.0,26.0,3.382.333.333,24.871.795,78.269.231,0.0,0.0,May,2.0,2.0,2.0,2.0,Returning_Visitor,1.0,0.0
1119.0,,0.0,0.0,0.0,5.0,20.2,,186.666.667,0.0,0.0,Aug,,2.0,4.0,20.0,Returning_Visitor,0.0,0.0
1120.0,5.0,1023.0,0.0,,46.0,4.681.894.444,8,24.380.952,0.0,0.8,May,,2.0,7.0,13.0,Returning_Visitor,0.0,0.0
1121.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Jul,,2.0,1.0,4.0,Returning_Visitor,1.0,0.0
1122.0,1.0,56.0,0.0,,11.0,191.0,,18.181.818,0.0,0.0,May,2.0,2.0,2.0,4.0,New_Visitor,1.0,0.0
1123.0,4.0,120.7,0.0,0.0,5.0,74.4,0.0,22.222.222.000.000.000,0.0,0.0,Oct,,2.0,4.0,5.0,,0.0,0.0
1124.0,0.0,0.0,0.0,0.0,23.0,2.262.564.103,8.695.652,10.434.783,0.0,0.6,May,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
1125.0,2.0,36.25,0.0,0.0,29.0,585.7,0.0,3.448.276,0.0,0.0,Oct,,2.0,9.0,2.0,New_Visitor,1.0,0.0
1126.0,3.0,294.2,2.0,108.9,60.0,1.994.023.778,22.153.846,37.014.927,0.0,0.0,Sep,,2.0,6.0,2.0,Returning_Visitor,0.0,0.0
1127.0,,101.75,0.0,0.0,9.0,561.25,22.222.222.000.000.000,33.333.333,2.638.074.656,0.0,Dec,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
1128.0,0.0,0.0,0.0,0.0,2.0,138.5,0.0,0.1,0.0,0.0,Nov,,2.0,4.0,11.0,Returning_Visitor,1.0,0.0
1129.0,7.0,96.0,3.0,313.0,65.0,2.091.662.821,12.206.573,30.146.368,6.147.633.803,0.0,May,,2.0,3.0,4.0,Returning_Visitor,1.0,0.0
1130.0,1.0,90.0,0.0,0.0,37.0,5.928.375,9.817.814,51.919.272,0.0,0.0,Nov,,2.0,1.0,11.0,,0.0,0.0
1131.0,3.0,102.6,0.0,0.0,35.0,8.718.333.332.999.990,0.0,2.631.579,0.0,0.0,Oct,,1.0,1.0,2.0,New_Visitor,1.0,0.0
1132.0,0.0,0.0,0.0,0.0,39.0,2.034.466.667,5.128.205,,0.0,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,1.0,1.0
1133.0,0.0,0.0,1.0,0.0,7.0,1646.2,25,,0.0,0.0,June,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
1134.0,0.0,0.0,0.0,0.0,16.0,426.325,0.0,11.904.762,0.0,0.0,Nov,,1.0,4.0,3.0,Returning_Visitor,0.0,0.0
1135.0,,0.0,0.0,,7.0,58.0,28.571.429,5.714.285.700.000.000,0.0,0.0,May,,2.0,1.0,4.0,Returning_Visitor,0.0,0.0
1136.0,0.0,0.0,0.0,,23.0,1.215.666.667,0.0,4.761.905,0.0,0.0,Dec,,2.0,5.0,2.0,New_Visitor,0.0,0.0
1137.0,7.0,89.5,0.0,0.0,26.0,1.163.333.333,0.0,9.375,26.983.125,0.0,May,,2.0,3.0,4.0,New_Visitor,0.0,1.0
1138.0,1.0,28.0,0.0,,115.0,1.822.008.117,1.169.591,7.901.699,0.0,0.0,May,,2.0,2.0,2.0,Returning_Visitor,0.0,0.0
1139.0,2.0,386.0,0.0,0.0,72.0,7.122.960.783.999.990,0.0,913.242,0.0,0.0,Nov,,2.0,4.0,2.0,New_Visitor,0.0,0.0
1140.0,0.0,0.0,0.0,,1.0,0.0,0.2,,0.0,0.0,Dec,,2.0,4.0,1.0,Returning_Visitor,0.0,0.0
1141.0,0.0,0.0,0.0,,17.0,9.271.666.667.000.000,0.0,14.705.882,0.0,0.0,Mar,,1.0,2.0,3.0,Returning_Visitor,0.0,0.0
1142.0,2.0,78.0,0.0,0.0,22.0,325.0,0.0,7.246.376.999.999.990,1.910.349.568,0.0,Dec,,1.0,3.0,1.0,Returning_Visitor,1.0,1.0
1143.0,4.0,75.0,2.0,,98.0,1.887.232.143,2.040.816,25.068.027.000.000.000,0.0,0.0,Dec,,2.0,8.0,2.0,Returning_Visitor,0.0,0.0
1144.0,0.0,0.0,0.0,,3.0,55.0,66.666.667,0.1,0.0,0.6,Feb,1.0,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
1145.0,2.0,84.0,0.0,0.0,3.0,195.0,0.0,0.02,0.0,0.0,Mar,,2.0,5.0,2.0,Returning_Visitor,0.0,0.0
1146.0,0.0,0.0,0.0,,2.0,0.0,0.2,0.2,0.0,0.2,May,,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
1147.0,1.0,28.2,1.0,37.3,7.0,7.046.666.667,58.333.333,86.904.762,0.0,0.0,Oct,,2.0,1.0,20.0,Returning_Visitor,0.0,0.0
1148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,,1.0,3.0,1.0,Returning_Visitor,0.0,0.0
1149.0,7.0,7.835.714.286,3.0,2.106.666.667,309.0,1.215.819.639,75.862.069.999.999.900,,0.0,0.0,Nov,,2.0,1.0,2.0,Returning_Visitor,1.0,1.0
1150.0,1.0,10.0,0.0,0.0,11.0,753.5,0.02,0.04,0.0,0.0,Nov,2.0,2.0,2.0,2.0,Returning_Visitor,0.0,0.0
1151.0,9.0,4.442.847.222,0.0,0.0,534.0,1.850.412.621,10.856.514,23.309.001,254.795.624,0.0,Nov,,2.0,3.0,2.0,Returning_Visitor,1.0,1.0
1152.0,0.0,0.0,0.0,,4.0,910.0,0.0,25,0.0,0.0,Mar,2.0,5.0,1.0,10.0,Returning_Visitor,0.0,0.0
1153.0,6.0,107.7,0.0,0.0,14.0,290.8,0.0,10.526.316,0.0,0.0,Sep,2.0,2.0,1.0,5.0,New_Visitor,0.0,0.0
1154.0,0.0,0.0,0.0,0.0,8.0,272.9,0.05,75,0.0,0.0,Oct,,1.0,1.0,1.0,New_Visitor,0.0,0.0
1155.0,7.0,13.666.666.669.999.900,1.0,7.0,25.0,6.875.333.333,13.793.103,14.022.989,5.078.114.943,0.0,May,,2.0,3.0,4.0,New_Visitor,0.0,0.0
1156.0,1.0,55.5,1.0,,19.0,444.75,0.0,10.526.316,212.112.655,0.0,Nov,,5.0,1.0,10.0,New_Visitor,0.0,1.0
1157.0,0.0,0.0,0.0,0.0,3.0,56.5,,133.333.333,0.0,0.0,Nov,,2.0,3.0,1.0,,0.0,0.0
1158.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,,2.0,3.0,4.0,Returning_Visitor,0.0,0.0
1159.0,2.0,2.746.666.667,3.0,245.8,28.0,524.06,0.02,54.666.667,2.042.600.013,0.0,Oct,,2.0,7.0,1.0,Returning_Visitor,0.0,1.0
1160.0,2.0,50.5,1.0,7.0,27.0,9.169.222.222,0.0,9.677.419,0.0,0.0,Nov,,2.0,1.0,8.0,New_Visitor,1.0,1.0
1161.0,3.0,132.5,0.0,0.0,36.0,1.567.966.667,0.0,72.072.069.999.999.900,0.0,0.0,Mar,,3.0,2.0,8.0,Returning_Visitor,1.0,0.0
1162.0,9.0,1.285.714.286,1.0,1.066.666.667,75.0,2.755.336.111,28.125,12.821.256,8.569.134.167,0.0,May,,2.0,6.0,13.0,Returning_Visitor,1.0,0.0
1163.0,7.0,1.052.083.333,2.0,139.5,98.0,34.522.625,3.543.956,2.462.704,0.0,0.0,Nov,,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
1164.0,0.0,0.0,3.0,,179.0,1.738.472.529,"2,73E+11",25.997.611,0.0,0.0,Aug,,4.0,9.0,11.0,Returning_Visitor,0.0,0.0
1165.0,1.0,14.0,0.0,0.0,14.0,9.880.625,14.285.714,28.571.429,6.884.905.671,0.0,Dec,,5.0,9.0,1.0,Returning_Visitor,0.0,1.0
1166.0,0.0,0.0,0.0,0.0,8.0,158.42,0.0,0.05,0.0,0.0,June,,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
1167.0,2.0,6.854.545.455,3.0,,91.0,234.558.914,2.749.141,12.841.597,5.127.258.615,0.0,Dec,,5.0,7.0,2.0,Returning_Visitor,0.0,0.0
1168.0,6.0,2.591.833.333,0.0,0.0,54.0,7.847.342.857.000.000,4.511.278,18.114.342,0.0,0.0,Oct,3.0,2.0,3.0,2.0,Returning_Visitor,0.0,0.0
1169.0,3.0,8.783.333.333,0.0,0.0,27.0,7.983.333.332.999.990,0.0,12.643.678,229.160.357,0.8,Feb,2.0,2.0,3.0,1.0,Returning_Visitor,0.0,1.0
1170.0,0.0,0.0,0.0,0.0,16.0,8.534.166.667.000.000,13.333.333,37.777.778,5.081.417.971,0.0,Dec,1.0,1.0,7.0,2.0,New_Visitor,0.0,1.0
1171.0,,248.0,1.0,,44.0,815.475,0.0,23.550.725,0.0,0.0,May,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
1172.0,2.0,95.0,0.0,0.0,20.0,1.031.083.333,0.0,,6.820.038.032,0.0,Dec,,2.0,1.0,10.0,,0.0,0.0
1173.0,0.0,0.0,0.0,0.0,68.0,8.092.456.348.999.990,2.985.075,5.970.149,1.099.124.051,0.0,Mar,,5.0,4.0,2.0,Returning_Visitor,0.0,1.0
1174.0,0.0,0.0,0.0,,25.0,3.165.416.667,0.0,0.02,0.0,0.0,Dec,,2.0,9.0,1.0,Returning_Visitor,0.0,0.0
1175.0,3.0,84.0,0.0,,27.0,6.559.166.667.000.000,0.0,11.111.111.000.000.000,0.0,0.0,Mar,2.0,2.0,2.0,1.0,Returning_Visitor,0.0,0.0
1176.0,4.0,36.0,0.0,0.0,23.0,2.359.375,0.0,10.666.667,5.820.233.822,0.0,Dec,4.0,2.0,1.0,1.0,New_Visitor,0.0,1.0
1177.0,2.0,37.0,0.0,,8.0,603.0,14.285.714,33.333.333,0.0,0.0,May,,2.0,6.0,4.0,Returning_Visitor,0.0,0.0
1178.0,3.0,65.0,0.0,0.0,29.0,3.862.621.212,0.0,666.667,0.0,0.0,Nov,,2.0,9.0,2.0,Other,0.0,0.0
1179.0,1.0,0.0,0.0,0.0,58.0,1200.5,2.298.851,17.816.092,1.798.756.852,0.0,Dec,,10.0,3.0,6.0,Returning_Visitor,0.0,0.0
1180.0,,49.5,0.0,0.0,9.0,350.25,0.0,35.714.286,0.0,0.0,Dec,,2.0,1.0,7.0,New_Visitor,1.0,0.0
1181.0,12.0,2.959.619.048,1.0,0.0,45.0,2.033.845.238,0.0,7.154.088,2.123.244.876,0.0,Nov,,2.0,9.0,2.0,Returning_Visitor,0.0,0.0
1182.0,0.0,0.0,0.0,0.0,21.0,1280.02,0.0,19.047.619,7.232.201.859,0.0,Nov,2.0,2.0,1.0,20.0,Returning_Visitor,0.0,1.0
1183.0,3.0,73.5,8.0,,42.0,9.865.166.667,19.934.641,31.113.658,0.0,0.0,May,,2.0,1.0,1.0,Returning_Visitor,1.0,0.0
1184.0,0.0,0.0,2.0,193.25,106.0,5.633.538.274.000.000,8.878.505,17.232.253,0.0,1.0,May,,2.0,8.0,2.0,Returning_Visitor,1.0,0.0
1185.0,2.0,34.0,2.0,,174.0,499.424.915,6.025.974,15.842.941,0.0,0.0,Nov,,2.0,1.0,8.0,Returning_Visitor,0.0,0.0
1186.0,5.0,86.0,0.0,0.0,23.0,267.3,0.0,16,0.0,0.0,Mar,,1.0,4.0,9.0,Returning_Visitor,1.0,0.0
1187.0,,119.8,0.0,0.0,10.0,175.35,0.0,9.090.909,0.0,0.0,Jul,,1.0,5.0,3.0,Returning_Visitor,0.0,0.0
1188.0,8.0,131.0,0.0,0.0,32.0,5.330.633.333,8.108.108.000.000.000,51.351.351,0.0,0.0,Aug,,2.0,2.0,1.0,Returning_Visitor,1.0,0.0
1189.0,9.0,399.8,5.0,923.9,115.0,7.243.649.316,3.225.806,18.928.571,35.854.398.260.000.000,0.0,Aug,,2.0,8.0,4.0,Returning_Visitor,0.0,1.0
1190.0,3.0,30.5,0.0,0.0,20.0,1.839.833.333,,7.539.683,0.0,0.0,May,2.0,2.0,7.0,3.0,Returning_Visitor,0.0,0.0
1191.0,0.0,0.0,2.0,,27.0,7.237.666.667.000.000,,16.387.521.000.000.000,0.0,0.0,Nov,,1.0,1.0,2.0,Returning_Visitor,1.0,0.0
1192.0,,0.0,0.0,0.0,3.0,33.2,,166.666.667,0.0,0.0,Aug,,2.0,1.0,2.0,Returning_Visitor,1.0,0.0
1193.0,0.0,0.0,0.0,,11.0,1267.25,0.02,0.03,0.0,0.0,Nov,,8.0,2.0,11.0,New_Visitor,1.0,0.0
1194.0,0.0,0.0,0.0,,2.0,247.0,0.0,0.1,0.0,0.8,May,,2.0,2.0,11.0,New_Visitor,0.0,0.0
1195.0,0.0,0.0,0.0,,9.0,464.0,0.0,22.222.222.000.000.000,2.931.555.556,0.0,May,,2.0,1.0,2.0,Returning_Visitor,0.0,1.0
1196.0,,0.0,0.0,0.0,28.0,475.025,0.0,446.429,0.0,0.0,Nov,,1.0,6.0,10.0,New_Visitor,0.0,0.0
1197.0,0.0,0.0,0.0,0.0,8.0,125.0,0.0,,0.0,0.0,May,,2.0,1.0,1.0,Returning_Visitor,1.0,0.0
1198.0,0.0,0.0,0.0,0.0,3.0,258.0,0.0,66.666.667,0.0,0.0,May,,2.0,3.0,4.0,Returning_Visitor,1.0,0.0
1199.0,1.0,34.5,0.0,0.0,22.0,2.798.333.333,8.695.652,,0.0,0.0,Nov,,2.0,1.0,2.0,Other,0.0,0.0
1200.0,0.0,0.0,0.0,0.0,22.0,2.661.666.667,9.090.909,18.181.818,0.0,0.0,Nov,,4.0,1.0,2.0,Returning_Visitor,0.0,0.0
1201.0,9.0,247.05,4.0,72.0,10.0,159.3,125,58.333.333,0.0,0.0,Nov,,1.0,1.0,10.0,Returning_Visitor,0.0,0.0
1202.0,0.0,0.0,0.0,0.0,12.0,1111.0,0.0,33.333.333,0.0,0.6,May,,2.0,5.0,1.0,Returning_Visitor,0.0,0.0
1203.0,1.0,8.0,2.0,134.5,21.0,5.072.916.667,8.333.333,31.944.444,0.0,0.0,Nov,,10.0,1.0,1.0,Returning_Visitor,0.0,1.0
1204.0,6.0,175.0,0.0,0.0,6.0,262.0,,18.181.818,0.0,0.0,May,,1.0,4.0,2.0,Returning_Visitor,1.0,0.0
1205.0,5.0,43.0,0.0,,36.0,7.253.333.332.999.990,5.714.286,17.142.857,0.0,0.0,Sep,,2.0,3.0,13.0,Returning_Visitor,0.0,0.0
1206.0,11.0,5.988.727.273,0.0,0.0,60.0,2.591.795.346,9.681.373,19.815.044,2.032.548.134,0.0,Nov,,2.0,2.0,11.0,Returning_Visitor,0.0,0.0
1207.0,,101.2,2.0,438.7,53.0,1.692.694.155,12.068.966,22.197.723,0.0,0.0,Aug,,2.0,4.0,1.0,Returning_Visitor,0.0,0.0
1208.0,0.0,0.0,0.0,0.0,10.0,392.5,0.0,0.02,4.283.887.416,0.0,Nov,1.0,1.0,2.0,2.0,New_Visitor,0.0,1.0
1209.0,4.0,149.5,3.0,56.5,10.0,368.0,0.0,,0.0,0.0,May,,2.0,8.0,2.0,Returning_Visitor,0.0,0.0
1210.0,8.0,2.470.833.333,0.0,0.0,163.0,4.600.540.873,8.383.234,21.052.657,528.608.849,0.0,Nov,,4.0,3.0,2.0,Returning_Visitor,0.0,1.0
1211.0,4.0,133.8,0.0,,10.0,299.5,72.222.222,63.095.238,0.0,0.0,Jul,,8.0,7.0,1.0,Returning_Visitor,0.0,0.0
1212.0,,100.0,1.0,,44.0,1373.95,0.0,4.545.455,0.0,0.0,May,1.0,1.0,2.0,2.0,New_Visitor,1.0,0.0
1213.0,,45.8,2.0,43.2,30.0,1.021.838.095,0.0,5.882.353.000.000.000,4.043.578.994,0.0,Nov,,2.0,4.0,2.0,New_Visitor,0.0,0.0
1214.0,0.0,0.0,0.0,0.0,24.0,653.0,8.333.333,33.333.333,0.0,0.8,May,,1.0,9.0,1.0,Returning_Visitor,0.0,0.0
1215.0,4.0,134.5,2.0,330.0,7.0,169.5,16.666.667,18.888.889,0.0,0.8,May,,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
1216.0,2.0,21.0,1.0,26.0,22.0,3.265.833.333,18.181.818,66.666.667,0.0,0.0,Mar,,2.0,4.0,3.0,Returning_Visitor,0.0,0.0
1217.0,0.0,0.0,0.0,0.0,22.0,493.0,0.0,952.381,555.696.756,0.0,Nov,,1.0,9.0,8.0,Returning_Visitor,1.0,1.0
1218.0,0.0,0.0,0.0,,21.0,4.368.125,1.904.762,28.338.002,0.0,0.4,May,,2.0,4.0,2.0,Returning_Visitor,0.0,0.0
1219.0,2.0,57.0,0.0,0.0,15.0,7.729.166.667.000.000,17.647.059,45.098.039.000.000.000,0.0,0.0,Nov,,2.0,3.0,13.0,Returning_Visitor,0.0,0.0
1220.0,0.0,0.0,0.0,0.0,15.0,239.0,48.888.889.000.000.000,7.200.000.000.000.000,0.0,0.0,May,,2.0,1.0,3.0,Returning_Visitor,1.0,0.0
1221.0,0.0,0.0,0.0,0.0,3.0,208.5,111.111.111,0.1,0.0,0.2,May,,2.0,2.0,13.0,Returning_Visitor,0.0,0.0
1222.0,2.0,282.5,0.0,0.0,17.0,451.0,625,8.541.666.699.999.990,0.0,0.0,May,,2.0,3.0,13.0,Returning_Visitor,0.0,0.0
1223.0,0.0,0.0,0.0,0.0,25.0,317.5,125,31.944.444,0.0,0.0,May,,2.0,5.0,6.0,Returning_Visitor,0.0,0.0
1224.0,0.0,0.0,0.0,0.0,21.0,371.0,0.0,952.381,0.0,0.0,Nov,,2.0,1.0,13.0,Returning_Visitor,0.0,0.0
1225.0,0.0,0.0,0.0,0.0,8.0,95.0,0.0,75,0.0,0.0,Feb,4.0,1.0,3.0,3.0,,0.0,0.0
1226.0,2.0,47.5,0.0,,5.0,116.5,0.0,5.714.286,0.0,0.0,Mar,3.0,2.0,5.0,2.0,Returning_Visitor,1.0,0.0
1227.0,4.0,183.0,1.0,35.0,15.0,5.573.333.332.999.990,,12.631.579,1.610.052.632,0.0,May,,2.0,2.0,5.0,Returning_Visitor,0.0,1.0
1228.0,3.0,69.0,1.0,18.0,10.0,4.094.666.667,5.128.205,39.010.989,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,0.0,0.0
1229.0,2.0,42.5,0.0,0.0,48.0,9.704.192.641,8.571.429,25.088.095,5.540.024.667.000.000,0.6,May,,2.0,4.0,4.0,Returning_Visitor,0.0,1.0
1230.0,6.0,215.25,0.0,0.0,29.0,672.125,0.0,11.764.706.000.000.000,2.282.159.308,0.0,Nov,,2.0,1.0,8.0,New_Visitor,1.0,1.0
1231.0,0.0,0.0,0.0,0.0,5.0,190.6,0.0,0.02,0.0,0.0,Jul,,2.0,5.0,1.0,Returning_Visitor,1.0,0.0
1232.0,1.0,4.0,0.0,,11.0,724.0,0.0,,0.0,0.0,Nov,,2.0,1.0,1.0,Returning_Visitor,0.0,0.0
1233.0,16.0,3.138.666.667,3.0,,156.0,3.899.001.328,170.068,11.252.928.999.999.900,1.534.835.979,0.0,May,2.0,2.0,2.0,4.0,Returning_Visitor,0.0,0.0
1234.0,0.0,0.0,0.0,0.0,6.0,234.5,0.1,133.333.333,0.0,0.0,Nov,,1.0,7.0,10.0,Returning_Visitor,1.0,0.0
1235.0,5.0,2.652.916.667,4.0,191.75,29.0,9.918.270.202,,8.921.569,0.0,0.0,Nov,,2.0,7.0,6.0,Returning_Visitor,1.0,0.0
1236.0,8.0,321.6,0.0,0.0,30.0,1151.2,0.0,12.903.226,0.0,0.0,May,,2.0,2.0,13.0,Returning_Visitor,0.0,0.0
1237.0,0.0,0.0,0.0,0.0,5.0,8.986.666.667,0.04,0.06,0.0,0.0,Jul,,2.0,5.0,4.0,Returning_Visitor,1.0,0.0
1238.0,,0.0,0.0,0.0,3.0,138.0,0.0,66.666.667,0.0,0.0,Feb,,1.0,1.0,3.0,Returning_Visitor,0.0,0.0
1239.0,0.0,0.0,0.0,,8.0,359.0,0.0,75,0.0,0.4,May,,1.0,3.0,3.0,Returning_Visitor,0.0,0.0
1240.0,0.0,0.0,0.0,0.0,23.0,282.5,,73.913.043,0.0,0.6,May,2.0,2.0,1.0,3.0,Returning_Visitor,0.0,0.0
1241.0,0.0,0.0,0.0,0.0,22.0,1.327.666.667,0.0,,0.0,0.0,Nov,2.0,2.0,1.0,2.0,New_Visitor,1.0,1.0
1242.0,,115.125,0.0,0.0,46.0,909.522.619,42.553.190.000.000.000,20.449.173,0.0,0.0,Mar,,2.0,6.0,1.0,Returning_Visitor,0.0,0.0
